title	content	keyword	category
Amazon Instant Video Suffered Long, Unexplained Outage Last Night	At the end of last year, Netflix suffered a  prolonged outage  because Amazon’s cloud services, which Netflix uses to host most of its infrastructure, went down. At the time, Amazon’s own video services continued to function without any issues. Last night, it was Amazon’s turn to suffer from a multi-hour outage. According to a number of tips we received, as well as a number of  reports on Twitter  and other social networks, Amazon’s  Instant Video  service and  Prime Instant Video  went down sometime in the late afternoon yesterday and remained offline for a large part of the evening.So far, Amazon hasn’t publicly acknowledged last night’s outage and its  @amazonvideo  account has remained silent since the first reports came in. Amazon Web Services, which powers Amazon’s Video Services, continued to work  without issues  last night.One of our readers provided us with a boilerplate email he received from Amazon last night after he complained about the outage:Hello,We’re sorry for the trouble you had while trying to connect to Amazon Instant Video. If you try again, you should be able to connect without encountering further problems.We look forward to seeing you again soon.We have contacted Amazon for more details about this outage and will update this post once we hear back from them.Hey @ AmazonVideo  maybe mention VOD is down right now. It's nice when the marketing tweets come with useful info between them.—  Ry4an Brase (@Ry4an)  March 30, 2013Seriously, I get emails from @ amazon  every day, you'd think they could use one of those to let us know why @ AmazonVideo  is down.—  Aaron Gardner (@Aaron_RS)  March 30, 2013@ amazonvideo   #fail . A little notice of when you're going to do maintenance would be nice. I expect a credit, or will cancel Amazon Prime.—    (@djdeedle)  March 30, 2013	amazon	web
Amazon Acquires Social Reading Site Goodreads, Which Gives The Company A Social Advantage Over Apple	Today, Amazon has  announced the acquisition of social reading service, Goodreads . Specific terms of the deal weren’t disclosed and it should close by the end of Q2.Goodreads had raised $2.75 million in funding from the likes of True Ventures since launching in January 2007.  When we talked to them last August , the site had over 10 million members and had catalogued more than 360 million books, adding 22 million each month. Now, the site boasts over 16 million users.This type of social integration could give Amazon a major advantage over e-sellers like Apple, who have no social components to their product whatsoever. With people actually discussing and sharing the books that they’re into, having an Amazon direct connect makes complete sense. The site can offer special deals to Goodreads users, which in essence is now Amazon’s book-reading social network.Here’s a look at the spike in books added per month in a graph from last August. With a connection to Kindle, those numbers will skyrocket:Amazon VP of Kindle content, Russ Grandinetti discussed how important this integration could be for its e-book division:Amazon and Goodreads share a passion for reinventing reading. Goodreads has helped change how we discover and discuss books and, with Kindle, Amazon has helped expand reading around the world. In addition, both Amazon and Goodreads have helped thousands of authors reach a wider audience and make a better living at their craft. Together we intend to build many new ways to delight readers and authors alike.Goodreads’ CEO and co-founder Otis Chandler discussed the acquisition and the opportunity for the site to infuse some social elements into Amazon’s bookselling strategy:Books – and the stories and ideas captured inside them – are part of our social fabric. People love to talk about ideas and share their passion for the stories they read. I’m incredibly excited about the opportunity to partner with Amazon and Kindle. We’re now going to be able to move faster in bringing the Goodreads experience to millions of readers around the world. We’re looking forward to inspiring greater literary discussion and helping more readers find great books, whether they read in print or digitally.Goodreads has also  posted its own note on its blog , going a bit deeper into why the deal makes sense and making it clear that Kindle integration is a top priority, as it’s something that users had been asking for. Chandler said:I’m excited about this for three reasons:1. With the reach and resources of Amazon, Goodreads can introduce more readers to our vibrant community of book lovers and create an even better experience for our members.2. Our members have been asking us to bring the Goodreads experience to an e-reader for a long time. Now we’re looking forward to bringing Goodreads to the most popular e-reader in the world, Kindle, and further reinventing what reading can be.3. Amazon supports us continuing to grow our vision as an independent entity, under the Goodreads brand and with our unique culture.In addition to bringing more social to Amazon, Goodreads has  built some recommendation technology  over the years, which is something Amazon always froths at the mouth for.The closest that Apple has come to socializing the sale of digital goods was Ping, its music “social network” that never took off and  died last October . If Amazon were to acquire sites like Goodreads for each massive vertical, the company could really ramp up reviews, suggestions and of course, sales. The amount of data that Goodreads has on its users alone makes the acquisition a slam dunk. People love to talk about books, people are creating groups on Goodreads to discuss the books they read, and that means everyone has to buy the book to participate.Apple  recently got into promoting self-published authors , which is another area where social can really kick up sales for Amazon.The company also shared an interesting stat, which might have sealed the deal for Amazon:In the last 90 days, Goodreads members have added more than four books per second to the “want to read” shelves on Goodreads.With over 16 million users? You do the math.Amazon.com, Inc. (AMZN), is a leading global Internet company and one of the most trafficked Internet retail destinations worldwide. Amazon is one of the first companies to sell products deep into the long tail by housing them in numerous warehouses and distributing products from many partner companies. Amazon directly sells or acts as a platform for the sale of a broad range of products. These include books, music, videos, consumer electronics, clothing and household products. The majority of Amazon’s...Goodreads is a world’s largest site for book readers and recommendations.  As of December 2011, Goodreads has more than 6,700,000 members who have added more than 230,000,000 books to their shelves. A home for casual readers and bona-fide bookworms alike, Goodreads users recommend books, compare what they are reading, keep track of what they’ve read and would like to read, find their next favorite book, form book clubs and much more. Goodreads was launched in January 2007	amazon	web
Amazon Expands X-Ray Feature To TV Shows On Kindle Fire And Wii U With Data From IMDb	Amazon just announced that it is adding its  X-Ray feature  to TV shows. The feature already worked with movies thanks to data from IMDb, but the company will now use this very same data for other video content. The entire Kindle Fire family will receive the feature and the Amazon Instant Video app on Wii U will get is as well.As a reminder, X-Ray allows you to discover more about the content you are reading or watching. It first appeared with books — it shows you the different characters, where they appear in the book and how they are related to the story. Then Amazon added X-Ray to movies back in September 2012. In that case, watchers can instantly know the name of an actor in a scene. IMDb is owned by Amazon, allowing the Kindle team to tap into a very comprehensive movie database. As IMDb provides data for TV shows as well, adding TV shows to X-Ray was just a matter of time.The idea is to make the video experience unique on Amazon’s devices, making people want to buy those tablets or download those Amazon apps and stay in the Amazon ecosystem. It’s been known that Amazon doesn’t make much profit from selling hardware. Instead, it wants people to use the Kindle Fire tablets to buy content.Of course, the X-Ray feature only works with videos you buy or rent from Amazon Instant Video or videos from the Amazon Prime collection. X-Ray could be one of those little features that make you choose to watch a movie or TV show on Amazon over Netflix or iTunes.In addition to providing the X-Ray feature to Kindle Fire users, the feature will make its way to Amazon Instant Video’s Wii U app. This fact shows that what matters for Amazon is that people consume content from Amazon, even if it’s not on an Amazon-branded device. X-Ray for movies and TV shows may eventually come to Android and iOS as X-Ray for books is already available in many Kindle apps.X-Ray is more important than you may think at first. If the experience is not compelling enough, customers will neglect their tablets and Amazon won’t make any money from those users. That’s why Amazon  cut the price  of the Kindle Fire HD 8.9″ as well from $299 to $269 for the base model. It’s still the best way to tap into Amazon’s ecosystem. Amazon now wants to get the best tablet they can make in everyone’s hand so that people can start reading and watching content — Amazon’s content.Amazon.com, Inc. (AMZN), is a leading global Internet company and one of the most trafficked Internet retail destinations worldwide. Amazon is one of the first companies to sell products deep into the long tail by housing them in numerous warehouses and distributing products from many partner companies. Amazon directly sells or acts as a platform for the sale of a broad range of products. These include books, music, videos, consumer electronics, clothing and household products. The majority of Amazon’s	amazon	web
Amazon Web Services Launches CloudHSM, A Dedicated Hardware Security Appliance For Managing Cryptographic Keys	Amazon just  announced  the launch of  CloudHSM , a  new service  that provides Amazon Web Services users who need to meet corporate, contractual and regulatory compliance requirements for data security a way to do so by using a dedicated Hardware Security Module (the ‘HSM’ in CloudHSM) within the Amazon cloud. Until now, Amazon argues, the only option for many companies that use its cloud services was to store their most sensitive data – or the encryption keys to it – in their own on-premise data centers. This, of course, made it hard for these companies to fully migrate their applications to the cloud.The new service, Amazon  writes , can be used to support “a variety of use cases and applications, such as database encryption, Digital Rights Management (DRM), and Public Key Infrastructure (PKI) including authentication and authorization, document signing, and transaction processing.” The actual appliances are  Luna SA modules  from SafeNet, Inc.The new CloudHSM service uses Amazon’s  Virtual Private Cloud  (VPC) and the appliances are provisioned inside the user’s VPC with an IP address the user specifies. The service, Amazon says, provides businesses with secure key storage and protects these keys with “tamper-resistant HSM appliances that are designed to comply with international (Common Criteria EAL4+) and U.S. Government (NIST FIPS 140-2) regulatory standards for cryptographic modules.”Because the HSMs are located close to the user’s EC2 cloud computing instances, network latency should be very low.All of this, however, doesn’t come cheap. The upfront cost to provision a CloudHSM is $5,000 and the hourly cost are $1.88 per hour, which comes out to $1,373 on average per month. For businesses that need this kind of security, that’s probably a small price to pay, but this is clearly not a service that’s geared toward startups that just want to ensure their encryption keys and data are stored safely. The HSM client software can load balance requests across two or more CloudHSMs, though Amazon notes that it can take “ several weeks ” to provision more than two HSMs.Amazon Web Services, LLC offers Web services that allow users to build businesses. Its Web services are self-contained functions that can be published and invoked across the Web using XML-based protocols. It offers functions for directly accessing Amazon’s technology platform and product data ranging from retrieving information on set of products to adding an item to a shopping cart. It offers Amazon Associates Web Service that exposes Amazon’s product data and e-commerce functionality; Amazon Elastic Compute Cloud, a Web	amazon	web
Walmart Follows Amazon’s Lead, Starts Testing Locker Delivery In Retail Stores	Shipping things to your house is so 2011, so companies like Amazon are  setting up physical lockers  for you to pick your online orders up from. Today, Walmart has announced that they’re testing a similar program in about twelve stores.Basically, you can go online, order all of the things that you want, and your items will show up in this locker rather than your doorstep. This means that you can pick it up anytime you want, within two weeks. It’s a convenience thing for sure, and the reason why  Google bought Y Combinator company Bufferbox  and the reason why a company like  Swapbox  can emerge.We’d show you what the lockers would look like, but Walmart PR didn’t have any photos available since they haven’t been rolled out. I tried to get an artist’s rendering, but it probably just looks something like this:UPDATE:  Our resident beautification expert, Bryce Durbin, has come up with an artistic rendering of what the Walmart lockers might look like:Clearly, Walmart has a slew of stores, around 4,000, with the company telling us that two-thirds of the U.S. population is located near a Walmart store. That’s mind-boggling when you think about it. With as many potential customers as Walmart has, it’s key to be able to cater to all of the needs that shoppers have. Sure, there will still be people who like to come in and browse, but for most of what Walmart has, you just need to get it when you need it.Walmart executives tell us that mobile is a huge part of the company’s future, allowing shoppers to scan items in and check out on their own. What does this move to automation mean for, you know, actual human beings who work there? We’re told that those folks will now have time to do other things like stock shelves.One overheard quote from Walmart’s media day was “E-commerce brought the store to the web, but mobile takes the web to the store.” That’s an interesting concept for sure, especially when you open up the Walmart app and it enters “store mode.” Yes, a subset of Walmart stores are geo-fenced and will help you navigate around the aisles and pick up the things you need.With so many stores, Walmart can do some interesting and wild testing to see what catches on. Will people want to order things and pick them up from a locker? Time will tell. What we do know is that the  postal service as we know it is in serious trouble . With companies like Amazon and Walmart hacking the shipping system to bring items to people, seemingly overnight, it will be hard for the government to keep up.Wal-Martâ€™s overall impact on the retail industry and beyond has changed the way business is conducted globally, and increased consumer benefits â€” regardless of where they shop. From raising tax revenues and lowering overall pricing on goods, to boosting customer traffic at surrounding stores and creating new jobs, Wal-Mart takes every opportunity to be a good neighbor and to provide economic advancements in communities it serves throughout the world. Amazon.com, Inc. (AMZN), is a leading global Internet company and one of the most trafficked Internet retail destinations worldwide. Amazon is one of the first companies to sell products deep into the long tail by housing them in numerous warehouses and distributing products from many partner companies. Amazon directly sells or acts as a platform for the sale of a broad range of products. These include books, music, videos, consumer electronics, clothing and household products. The majority of Amazon’s...Swapbox is a startup based in San Francisco, founded by a team with work experience from Google, Microsoft, and Zynga. With Swapbox you no longer have to worry about missing deliveries. Use your Swapbox shipping address and your packages will be waiting for you at our nearest location.Swapbox is currently available on Stanford Campus in Palo Alto and in San Francisco.In today’s environment, everyone shops online, typically for convenience. The problem? Failed parcel deliveries - being able to actually receive the purchases when they are delivered.BufferBox has developed an automated, self-serve kiosk to eliminate the frustrations and hassle involved with failed parcel deliveries. BufferBox has successfully deployed our first kiosk that allows for 24/7 pick-up of parcels at a convenient location.The kiosk supplies the user with a unique BufferBox address to have their parcel delivered to. Upon its arrival,	amazon	web
Amazon Greenlights Zombieland, A New Amazon Studios Show Based On The Movie By The Same Name	Continuing its investment in original content, Amazon today announced it is greenlighting “Zombieland,” a new comedy series based on the Columbia Pictures movie of the same name, which will be made available for free to Amazon Instant Video and LOVEFiLM UK subscribers. This is the seventh original comedy series added to Amazon Studios’ lineup, which also includes six  children’s pilots , previously announced.Like competitors Netflix and Hulu, Amazon has been swiftly moving to fund and sign deals to bring both original and licensed content to its Amazon Instant Video service. In addition to deals for popular shows like Downtown Abbey, its original production arm, Amazon Studios, has already begun production of  six other comedy shows , including Alpha House, Browsers, Dark Minions, Onion News Empire, Supanatural and Those Who Can’t. Though these shows are not household names at this time, Amazon has managed to sign some big-name actors for leads – for example, John Goodman, known for Roseanne, The Big Lebowski and most recently, Argo,  will be starring in Alpha House .Not all of Amazon Studios’ pilots are guaranteed to make it to “air,” so to speak, however. The company will determine which of the thirteen originals make it into full-season productions, based on customer feedback. It’s a similar process to how TV pilots are traditionally launched, except that this time around, its Amazon customers who are helping to make the final call.With Zombieland, Amazon Studios is taking a slightly different angle on original content. Instead of having to build up buzz around new, unknown shows, it’s hoping to capitalize on name recognition the film has already earned.According to Amazon’s  announcement , the Zombieland pilot comes from the film’s creative team, including writers Rhett Reese and Paul Wernick (G.I. Joe: Retaliation, The Joe Schmo Show), and producer Gavin Polone (Gilmore Girls, Curb Your Enthusiasm). Eli Craig (Tucker and Dale vs. Evil) is directing. The role of Tallahassee will be played by Kirk Ward (The Island), Maiara Walsh (Desperate Housewives, Switched at Birth) is cast as Wichita, Tyler Ross (Milkshake) will play Columbus, and Izabela Vidovic has the part of Little Rock.“Zombieland is a fan favorite and we can’t wait to see where this story line goes in a serialized format,” said Roy Price, Director of Amazon Studios. “We’ve been announcing a lot of exciting exclusive content for Prime Instant Video, like Downton Abbey, Under the Dome, and Justified, and we think adding original shows to that lineup is going to make Prime even more enticing for customers.”Besides TV pilots, Amazon Studios has also been experimenting with crowdsourced content, like  digital comic Blackburn Burrow , for example. It also optioned Seed, an Amazon-published, Southern horror novel,  now getting a big-screen adaptation .Amazon.com, Inc. (AMZN), is a leading global Internet company and one of the most trafficked Internet retail destinations worldwide. Amazon is one of the first companies to sell products deep into the long tail by housing them in numerous warehouses and distributing products from many partner companies. Amazon directly sells or acts as a platform for the sale of a broad range of products. These include books, music, videos, consumer electronics, clothing and household products. The majority of Amazon’s	amazon	web
Apple’s New Product Strategy	Apple appears to be on a kick of delivering product refreshes to punctuate its major release cycle, with changes to devices and tweaked versions that go beyond what it has done in terms of spec refreshes in the past. It looks like we could see a new era of light changes in direction to cater to market trends and optimize product viability under Tim Cook, which in many ways makes sense for a man known as a supply chain maestro.If you review all the mid-cycle changes Apple has made this year, you come up with a pretty long list. There’s the  Retina MacBook Pro and Air improvements it made in February for instance , which included new processors, is not really all that out of character; the company has been boosting internal specs on its Mac line for years. But the  128GB fourth generation iPad , the  iMac with VESA mount , and the  new 16GB iPod touch  which lacks a rear camera are all big changes to the way Apple generally operates those product cycles.All of these updates arrived with little fanfare, at least when compared to the lavish launch events Apple usually holds to trot out new hardware. At most they’ll get a press release, and in the case of some, like the iPod touch just launched today, they’ll simply update the online store. Press still flocks to these changes, regardless, and it’s true that they aren’t often ground-breaking enough to merit proper events, since they’d look paltry painted in that light. But the changes are a sign of a new commitment to continuous improvement, and one that seems like it could result in dramatic changes to how Apple views and operates its product release cycle.Tim Cook used to be Apple’s COO, and in that role he essentially helped Apple build one of the most effective and efficiently run supply chains in the history of supply chains. That meant that Apple seldom had any inventory costing it money by sitting around in warehouses, that incidences of error in the manufacturing process were drastically reduced, and that improvements and adaptations were made continually to help keep profit margins high. Likely Cook is still directly responsible for a lot of continued optimization in that area, but it makes sense that he would also bring those skills to bear on actual Apple products themselves, instead of just on their manufacturing process.The updates to the products mentioned above each constitute a specific optimization. In the case of the iPad, the storage bump helps it keep pace with other new-to-market devices including the Surface and better service education and enterprise users; with the iMac, it addresses the one big failing pointed out by reviewers of the iMac when comparing it to previous generations, and targets again business users; and with the iPod touch, it fills a gap in the company’s lineup, simplifies supply chain and makes it easier for developers to optimize their designs for screen sizes going forward.The new approach to Apple’s products appears to reflect a greater flexibility; thinks are more mutable than they were before Cook took the reins, if only just. There’s still the question of keeping fair of angering early purchasers of products, as someone who has bought an iPad four months prior doesn’t want to see a new model and regret their earlier decision, but for the most part, these upgrades look like very specific tweaks designed to expand a potential audience, not alienate an existing one. So long as that kind of precision refreshing continues, I think Apple stands to gain a lot from this modified approach to product development.Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Timothy D. Cook is Apple’s CEO, who took over from Steve Jobs on 25 August 2011. In his previous position as COO, Cook was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an	apple	mobility
Updated Apple Patent Application Details Gaze Detection Tech Similar To That Found In Samsung Galaxy Line	Apple appears to have renewed interest in investigating gaze detection similar to what Samsung offers as “Smart Stay” tech on the Galaxy S3 and Galaxy S4, which can stop a screen from dimming and going to sleep when a user is actively watching it. A new patent application (via  Unwired View ) describes Apple’s version, which uses the front-facing camera along with the onboard accelerometer to auto-switch between a predetermined screen power down time and making sure the display stays on for reading.The system works by using the accelerometer to detect whether the device is being held still, and then by using the on-board front-facing camera to check whether a user is also actively looking at the screen. The accelerometer piece can prevent unnecessary use of the camera component, by stopping the camera from activating at all, which is key in terms of making the feature both battery efficient and effective.Apple has filed this application as of January 25, 2013, but it’s actually an updated version of one filed back in 2008. It doesn’t describe some of the more advanced features that Samsung included with its Galaxy S4, including eye scrolling and  a feature that pauses video when a user looks away from the screen. But it does lay the groundwork for future functionality controlled by a smartphone user’s gaze, and provides an intuitive method for incorporating facial feature recognition into a future version of iOS or the iPhone in a practical way.The big benefit here is indicative of the different ways Apple and Samsung are thinking about similar kinds of tech; the whole point is to eliminate one more settings a user has to worry about, by handling power conservation techniques in a completely automatic way, instead of via manual input (currently, a user selects from a variety of screen sleep time options). The renewed interest in the patent could indicate that Apple is building this into something like iOS 7, but it could also just mean that it’s refreshing its patent suite for fresh legal attacks on its rivals. Still, this is one invention that would provide an elegant and useful UX update to iOS devices.Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the	apple	mobility
Apple Adds A New iPod Touch With 16GB Of Storage And No Rear Camera For $229	Apple today dropped a  mid-cycle refresh of the iPod touch , its iOS-based iPod, with 16GB of storage on board and without a rear camera, for $229. This slots in its existing lineup between the refreshed, fifth-generation iPod touch, which has a rear camera (and a loop for attaching a wristband), and the iPod nano.The new iPod still has the same 4-inch Retina display you’ll find on the existing iPod touch and the iPhone, but it only comes in one color, black and silver, and it replaces the 16GB fourth generation leftover which Apple had offered since introducing the fifth-generation touch, presumably to fill the price gap between it and the 32GB $299 model of that lineup. The fourth gen models had been available for $199 for 16GB, and $249 for 32 GB, so this threads the needle between those two options in terms of price point.You’ll still get the front-facing FaceTime camera, with 720p HD video recording on this device, the same A5 processor, and the same battery life. The new iPod touch variant is actually .06 ounces lighter than the existing versions, however, which is probably the weight of the rear camera module component. It also boasts the same Bluetooth 4.0 and Wi-Fi capabilities as the fifth-gen device.As  MacRumors points out , this refresh was actually predicted by KGI Securities’ analyst Ming-Chi Kuo, who has an impressive track record on products so far, though he also predicted an 8GB model, too. Still, the fact that he nailed the lack of a camera and the price point on the 16GB model is impressive.Apple has seemed more open to making changes that go beyond internal specs on products mid-update cycle, including the iMac, which got a VESA-compatible variant earlier this year. I suspect that Apple needed its component and manufacturing costs to get to a point where this version would become viable in terms of its margin expectations, and also that it probably benefitted from clearing the supply lines of the fourth generation model by waiting this long to introduce this variant, but it still might be indicative of a new way Apple is thinking about product releases.Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Apple’s MP3 player that launch in 2001	apple	mobility
Apple CEO Tim Cook Advocates For Tax Reform, Even Though It Might Pay A Little Bit More	Apple CEO Tim Cook says he wants comprehensive reform of the corporate tax code in the U.S., even if it means that the company would pay a little bit more in the process. Today in a keynote conversation at the  D11 Conference , Cook talked about his testimony before Congress and his suggestions for dealing with certain tax issues.Last week,  Tim Cook testified in front of Congress  over claims that the company had avoided $13.8 billion in taxes. (Also,  why apps need to be updated so much .) Apple took that as an opportunity to propose changes to the tax code, changes that Cook believes are necessary.Cook said that the company’s effective tax rate in the U.S. is 30.5 percent, and that it pays $6.5 billion — more than anyone else. More importantly, though, the tax return it files is huge — 2 feet tall, according to Cook. That’s because the code itself is more than 7,500 pages long and impossible to understand. As a result, Cook suggested it was time to gut the current tax code. With that in mind, Cook went before the Senate subcommittee to provide a proposal for comprehensive tax reform. “The subcommittee was coming to certain conclusions and we felt strongly that we looked at those very differently. We thought it was very important to tell our story and view it as an opportunity instead of a pain in the ass… and get people to understand what we believe the issues really were,” Cook said.With the proposal put forward, Cook said the company wouldn’t pay any less in taxes, and might actually pay a little bit more. But that would be worth it, because it would be able to re-invest funds from other markets back in the U.S. without having to pay taxes on those funds. Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Timothy D. Cook is Apple’s CEO, who took over from Steve Jobs on 25 August 2011. In his previous position as COO, Cook was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an	apple	mobility
CEO Tim Cook Says Apple Has More Game-Changing Products Ahead	Apple CEO Tim Cook said that the company will continue to innovate and has more game-changing products ahead. Today in a keynote conversation at the  D11 Conference , Cook said the same people who brought you the iPhone, iPad, iPod, and maybe even the Mac will have new products coming soon.Two weeks ahead of Apple’s own  Worldwide Developers Conference , speculation has grown about new hardware that could be released at the conference, as well as updates to Apple’s mobile and tablet developer platform with the upcoming release of iOS 7.“Many people now say that innovation means a new category,” Tim Cook said. “Yes, we’re still a company that’s going to do that… We have some incredible plans that we’ve been working on for a while.” When pressed on the future of TV, Cook declined to talk about any future products, but he said that there’s a big opportunity to offer a more compelling experience there. Apple has now sold more than 13 million Apple TV devices, about half of which during the past year. But there’s still more that can be done, according to Cook.“When you look at the TV experience, it’s not an experience that people love,” Cook said. “It’s not an experience that’s been brought up to date for this decade.”What about wearables? Cook said he thinks it’s going to be difficult for something like Google Glass to take off. He also said that, while he wears a Nike FuelBand, there’s nothing really out there that is compelling from a wearable perspective that does more than one thing well. “I would say that the [wearable devices] that are doing more than one thing, there’s nothing great out there,” Cook said. And as a result, “There’s nothing that’s convinced a kid that doesn’t wear glasses, or a band, or a watch, to do so… It’s an area that’s ripe for exploration.”At the same time, there are questions about whether or not Apple has lost its mojo, especially as competition from companies like Samsung is growing. Cook defended Apple’s place in the world, saying that the company has always faced formidable competition, but tries to make the best products in each category.He said that the Mac, iPhone, and iPad, consistently have the highest customer satisfaction rating in all of those categories. It might not sell the most in each device category, but it always has the devices that people use the most, he said. He gave examples both in the amount of web traffic that comes from iOS devices, as well as the amount of commerce that happens on its platforms. “For us, winning has never been about making the most” of a product, Cook said. “What the numbers suggest is that people are using our products more.” Photo source   (CC BY-SA 3.0)Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the...Timothy D. Cook is Apple’s CEO, who took over from Steve Jobs on 25 August 2011. In his previous position as COO, Cook was responsible for all of the company’s worldwide sales and operations, including end-to-end management of Apple’s supply chain, sales activities, and service and support in all markets and countries. He also headed Apple’s Macintosh division and played a key role in the continued development of strategic reseller and supplier relationships, ensuring flexibility in response to an	apple	mobility
Apple’s Problem Isn’t Skeuomorphism, It’s Services	So iOS 7,  it seems , is going to do away with much of the skeuomorphic design that has crept into the operating system and its utilities. Jony Ive, rumor has it, has done away with all the textures and real-world analogs in iOS 7 and has switched to a flat design instead. Good for him, but if that’s all that is new in iOS 7, Apple has a real problem. It’s not the design of iOS, but rather the fact that its own service offerings like Siri, iCloud and iTunes aren’t all that great when compared to what its competitors in Mountain View (and may  startups ) are working on.Phones, for all intents and purposes, are pretty much thin slabs of metal or plastic with a high-res screen on top. There are few ways a company can use design to really set itself apart. Sure, Apple still has the better build quality than most of its competitors, but that margin is getting narrower and narrower. While Apple could always claim that it had the better apps, that’s less of an argument today than it was even a year ago, given that all of the most interesting apps are now generally available for both platforms (and maybe even for Windows Phone).The area where manufacturers can distinguish themselves from their competitors is in the services they offer. Samsung has understood this and so has Google. Apple also knows that it needs killer services to keep its crown, but the ones it currently has aren’t all that great. Siri, for all its hype, still remains relatively useless. I still don’t quite understand iCloud, and developers now have better cross-platform choices than Apple’s cloud storage service (including Drive and SkyDrive from Google and Microsoft). iMessage is nice, but it’s not a killer feature and not something WhatsApp and other third-party developers haven’t already replicated and improved upon. The less said about Maps, the better.But look at what Google can offer. There is Google Now, which gives you information before you even need it. The new Google Play All Access music all-you-can-listen-to subscription service launched ahead of Apple’s iTunes/iRadio offering. Its online storage, productivity and mapping services are light years ahead of Apple’s. Now that it owns Quickoffice, Google’s productivity apps for iPad are, at least in some respects, even more capable than Apple’s mostly ignored Pages, Numbers and Keynote. And even though Google+ may not be as big a hit as Facebook, it gives Google data about its users that Apple can’t even dream of (remember  Ping ?).Google gets services – and it has the data to make them useful. It’s also slowly  getting design . Apple, so far, doesn’t. Apple may have a few data centers, but it’s still mostly a hardware manufacturer. Its problem is that its competitors can now make hardware that is at least close to what it can build, so to remain competitive, it needs these services to set itself apart from the others.iOS 7 will probably look better than iOS 6, but that’s just window dressing. Few will shed tears for Apple’s Notes app, but what Apple really needs are killer services – and so far, it doesn’t have those.Started by Steve Jobs, Steve Wozniak, and Ronald Wayne, Apple has expanded from computers to consumer electronics over the last 30 years, officially changing their name from Apple Computer, Inc. to Apple, Inc. in January 2007.Among the key offerings from Apple’s product line are: Pro line laptops (MacBook Pro) and desktops (Mac Pro), consumer line laptops (MacBook Air) and desktops (iMac), servers (Xserve), Apple TV, the Mac OS X and Mac OS X Server operating systems, the iPod, the	apple	mobility
